phrase,sentiment_score
"Combining quick-cut editing and a blaring heavy metal much of the time , Beck seems to be under the illusion that he 's shooting the latest System of a Down video .",1
it,2
movie,2
`,2
raw exhilaration,4
in a word,2
the same time,2
people who have never sung those blues,2
doing last year,2
kidnapping suspense dramas,2
that,2
time,2
wit,2
will never happen again,1
conflicted,2
color,2
tone,2
"well-acted , weirdly retro thriller that recalls a raft of '60s and '70s European-set spy pictures",3
emphasizes the spare precision of the narratives,3
murder,1
begins to overplay the shock tactics and bait-and-tackle metaphors,1
was,2
more gory than,1
that wo n't,2
"unfunny , but downright repellent",1
another,2
for,2
love,4
ca,2
a freak show,2
from the 60s,2
their hopes and frustrations,2
orbits around,2
insipid,1
takes the beauty of baseball and melds it,3
tell,2
.,2
flash,2
It,2
we,2
at the screen,2
the second half,2
.,2
you 'll be entertained as well,4
may,2
distinguishes,3
",",2
going,2
performances that are all understated and touching,4
steadfast,3
screenplay,2
The film 's welcome breeziness and some unbelievably hilarious moments -- most portraying the idiocy of the film industry --,3
connections,2
Avary,2
in,2
daytime television,2
a,2
the standard and giant screens,2
spray cheese and underarm noises played a crucial role,1
ups and,2
find Matt Damon and Ben Affleck,2
latest,2
emerging from between the badly dated cutesy-pie mystery scenario and the newfangled Hollywood post-production effects,1
writer,2
Sam,2
"compelling as an intense , brooding character study",3
you,2
film,2
slow,1
"Sit through this one , and you wo n't need a magic watch to stop time",1
a,2
Mueller,2
is willfully overwrought,1
the virtues,2
"bounces -RRB- all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place",4
the exception of some fleetingly amusing improvisations by Cedric the Entertainer as Perry 's boss,3
does n't give you time,1
experienced by millions around the globe,2
an errant tear,2
"dresses them in lovely costumes , Southern California locations and star power",3
"-LRB- director -RRB- O'Fallon manages to put some lovely pictures up on the big screen , but his skill at telling a story -- he also contributed to the screenplay -- falls short",1
lovers of the book,3
wo,2
snappy dialogue,3
's an enjoyable one,3
It,2
Ilya,2
match,2
year 's,2
.,2
's,2
the insight,2
of whimsy,3
digital video,2
about,2
"Every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency .",1
",",2
will,2
"There 's too much falseness to the second half ,",1
"filth that attempts to pass itself off as hip , young adult entertainment",2
a,2
sophisticated,3
flat scares,2
parody,2
But it still jingles in the pocket .,3
vision,2
offer a brutal form of charisma,3
the,2
The best that can be said about the work here of Scottish director Ritchie,2
to 10 times their natural size,2
.,2
reality,2
at,2
the Holy Land,2
Awesome creatures,4
His last movie,2
"Not only unfunny , but downright repellent",0
had,2
it,2
in,2
a,2
pretty much,2
people,2
... brings an absolutely riveting conviction to her role .,4
"surprises , Read My Lips",2
the,2
That 's a cheat .,1
it,2
the gang,2
thinking,2
of,2
conspicuously,2
wrench,2
double-cross,2
the,2
sprawling swashbuckler,3
unwise amalgam,1
innocuous game,2
of very bad special effects,0
computer,2
A twisty,2
with cartoonish violence and comic-strip characters,2
wo n't need a magic watch to stop time,1
killer-thrillers,2
the L.A. beach scene and,2
did n't quite,2
Levy,2
this,2
-LRB-,1
The movie does a good job of laying out some of the major issues that we encounter as we journey through life .,3
as the comedy goes,2
kingdom,2
following your dreams,3
sensitive,2
could,2
the,2
such a good design,3
of three episodes of a rejected TV show,1
Who needs love like this ?,2
be an epic,3
human complexities,2
from,2
's no emotional pulse to Solaris,1
characters,2
is an amusing joy ride,3
raises,2
", parts of the movie still manage to break past the artifice and thoroughly engage you",3
regard,3
"a sensitive , extraordinarily well-acted drama",4
Brilliantly,3
"An artful , intelligent film that",3
very possible for a reasonably intelligent person,3
that,2
good,3
Not the kind,2
fun,4
tempting to jump ship in January to avoid ridiculous schlock like this shoddy suspense thriller,1
"This time Mr. Burns is trying something in the Martin Scorsese street-realist mode , but",1
show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they 're being streamed,1
is n't,1
to,2
"a loosely autobiographical story brushed with sentimentality but brimming with gentle humor , bittersweet pathos , and",3
whole new meaning,2
has taken promising material for a black comedy and,3
think of its inhabitants as anything more than markers in a screenplay,2
30 pounds,2
precise and moving portrait,4
big,2
time,2
keeping time as I slogged my way through Clockstoppers,1
seeing this film,2
much,2
actually engage it,2
Hoffman notches in the nuances of pain,2
Sade,2
juggling,2
.,2
by the end there 's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential,0
one,2
"is a winner for kids , and no doubt a winner for Lil Bow Wow , who can now add movies to the list of things he does well",3
like saying the sun rises in the east,2
an,2
you,2
It,2
good sparring partners,3
culture,2
comfortably,3
jolly,3
of,2
n't,2
today 's,2
flicks,2
can,2
",",2
film,2
Is,2
we 've seen just about everything in Blue Crush in one form or the other .,1
a,2
to,2
mercenary,2
unexpected plot twist,3
may not,1
ca n't make this movie anything more than a trashy cop buddy comedy,1
audience,2
sweet and,3
"Stevenson 's book , which is a treasure in and of itself",3
",",2
outrageously unbelievable scenarios,1
delivers,2
"to be somewhat well-acted , not badly art-directed and utterly unengaging no matter how hard it tries to be thrilling , touching or , yikes , uproarious",1
", Miller 's hand often feels unsure .",2
",",2
and BMX riders,3
does,2
of,2
becoming didactic,2
", as in Ratcatcher , remains a filmmaker with an acid viewpoint and a real gift for teasing chilly poetry out of lives and settings that might otherwise seem drab and sordid .",3
a,2
movie,2
gangster,1
no,1
presentation,2
is,2
has,2
determined stylishness,2
To,2
that she ca n't see how insufferable the character is,1
baseball,2
sugar,2
could n't pass an entrance exam,1
we see around us every day,2
Arnold,2
a suicide race,2
children 's,2
more than a trashy cop buddy comedy,2
The,2
time to get to its gasp-inducing ending,3
I ca n't say that I liked Homeboy ;,1
film maker,2
"a mask ,",2
more,2
for,2
"Challenging , intermittently engrossing",4
the end,2
same-old,1
of,2
a hollow joke,1
is so off-Hollywood that it seems positively French in its rhythms and resonance,3
compensated,2
"Shiner ,",2
this could be the worst thing Soderbergh has ever done .,0
curse,1
"Sandler , who also executive produces",2
the latest System of a Down video,2
features,2
dreams,2
same time,2
Pinocchio,2
Hilariously,3
to,2
is so bad .,0
and,2
it,2
it,2
affair,1
Girl,2
"just feels generic , derivative and",1
find some hook on which to hang his persistently useless movies,0
writing,2
deepen,2
"A very long movie , dull in stretches ,",1
is,2
accumulated,2
the ethos of a stream of consciousness,2
to hit theaters this year,2
"until it 's undone by the sogginess of its contemporary characters , and actors",0
.,2
reveals itself to be a sudsy tub of supernatural hokum,1
a sleek sociopath,1
"nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit",0
its,2
artifice,2
the art,2
An infectious cultural fable with a tasty balance of family drama and frenetic comedy .,3
It takes a certain kind of horror movie to qualify as ` worse than expected,0
the,2
this sort,2
blow up small potatoes,2
movie,2
in the way of story,2
he,2
the,2
co-director,2
neatly into the category of Good Stupid Fun .,3
to,2
's,2
naturalism,2
A,2
utterly unengaging,2
drawn characters,2
's,2
of,2
"a lesser Harrison Ford movie - Six Days , Seven Nights , maybe , or",2
for it,2
compelling and heartfelt,4
some great human truths,3
as we might be interested in gratuitous sexualization,3
its most,2
politics,1
make,2
great human truths,3
Overall the film feels like a low-budget TV pilot that could not find a buyer to play it on the tube .,1
seem,2
George,2
to seem like it took another thousand to tell it to us,1
", pure , elliptical film",2
.,2
rather,2
"a lot of ground , perhaps",2
's a sense,2
Generally,2
",",2
.,2
how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure,3
"is sensational and revelatory ,",4
absurdist comedy,2
the,2
and,2
of rapid change,2
"even the most elemental literacy , an inkling of genuine wit",2
A wildly inconsistent emotional experience .,1
could,2
"a sad sitcom of a movie , largely devoid of charm",1
technique,2
All in one criminally,2
them,2
an innocuous game of fill-in,1
a few fanciful touches,3
the,2
worth,2
.,2
them,2
the film suffices,2
"long enough to intimidate , but",2
the category of Good Stupid Fun,2
a,2
"the cinematic equivalent of a legal indictment , and a fairly effective one at that",3
noises,2
death and destiny,2
that,2
tarted up with Latin flava,2
heightened,2
he,2
This remake gets all there is to get out of a peculiar premise with promise : Al Pacino loathing Robin Williams .,2
legal,2
technical gibberish that will do little to advance the Linux cause,1
plot,2
of the 20th century,2
.,2
Piccoli,1
of,2
supercharged,3
the car,2
A disappointment,1
with his affection for Astoria and its people,3
ridiculous,1
"An important movie , a reminder of the power of film to move us and to make us examine our values .",4
of four,2
"look as good or better than in the original ,",3
a halfhearted twist,2
jokes,2
it 's too long and too convoluted and it ends in a muddle,0
gore,1
despite,2
near-xenophobic,1
song,2
camera,2
exceptionally,3
the camera,2
Lavinia,2
two,2
all,2
kinda,2
's,2
compelling Wiseman epic,3
acute,2
best work,4
violence,0
"much facile technique , such cute ideas , so little movie .",2
"As surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming .",4
In all,3
Without non-stop techno or the existential overtones of a Kieslowski morality tale,2
Kim -RRB- begins to overplay the shock tactics and bait-and-tackle metaphors,1
the growing canon of post-Saving Private Ryan tributes to the greatest generation,3
"'s a memorable performance in a big , brassy , disturbing , unusual and highly successful film",3
memorable performances from top,4
at,2
is,2
that,2
that makes previous vehicles look smart and sassy,2
as,2
to,2
a few big screen moments -LRB- including one that seems to be made for a different film altogether -RRB-,2
to look away,2
craft,2
have never been more appropriate .,3
a certain charm about the film that makes it a suitable entry into the fest circuit,3
in,2
up,2
conflict-powered plot,2
unless prewarned --,2
instead,2
into his nicely nuanced narrative,3
the The New Guy,2
shared a great adventure,3
anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of Hell Houses in particular,2
.,2
\/ And,2
Good film,4
"that quickly snowballs out of control , while focusing on the what much more than the why",1
an excruciating dollop of Disney sentimentality mixed in for good measure,1
"The twist that ends the movie is the one with the most emotional resonance , but twists are getting irritating",1
